1,535,272,93,186,1.79599
1,208,343,72,145,0.847752
1,226,130,97,194,0.875863
1,807,154,98,196,0.875863
2,386,271,86,172,0.188573
2,468,207,119,238,0.188573
2,232,251,122,244,0.233526
2,306,256,124,247,0.233526
3,135,517,66,132,0.437711
3,642,296,74,148,0.437711
3,210,471,82,164,0.437711
3,280,428,187,375,0.437711
3,227,225,306,612,0.437711
4,274,229,217,433,0.333936
4,446,205,289,578,0.584562
4,767,240,308,616,0.584562
5,246,185,180,359,0.541796
5,488,217,239,478,0.541796
5,281,164,268,535,0.541796
6,1029,445,73,146,0.258054
6,1037,290,72,143,0.0824513
6,86,436,99,199,0.258054
6,463,542,127,253,0.258054
6,400,139,343,686,0.258054
6,191,191,321,642,0.0824513
7,664,107,78,156,0.545746
7,333,161,133,265,0.545746
7,163,183,136,273,0.545746
7,224,156,128,256,0.209674
7,446,146,140,280,0.540842
7,505,146,140,280,0.540842
8,893,172,116,232,0.383407
8,246,128,221,442,0.383407
8,460,104,390,780,0.383407
9,217,228,75,150,0.599358
9,545,459,115,230,0.599358
9,4,208,124,248,0.599358
9,193,165,215,429,0.599358
11,476,263,74,147,1.3014
11,137,289,79,157,1.3014
11,302,386,67,134,0.720066
11,364,433,202,403,0.0315783
11,103,157,362,723,0.0315783
12,520,440,70,139,0.3653
12,416,260,85,170,0.3653
13,389,158,279,558,0.294736
14,444,184,258,516,0.0744469
15,122,146,147,293,0.382562
16,53,307,71,142,0.108728
16,101,163,81,161,0.108728
17,288,297,156,312,0.572208
17,487,223,189,377,0.572208
17,759,257,176,352,0.572208
17,178,244,183,366,0.572208
18,138,136,210,420,0.79923
19,384,309,90,181,0.55635
19,851,576,95,190,0.55635
20,255,229,91,181,0.218724
20,369,199,123,245,0.218724
20,284,208,128,256,0.218724
20,440,194,155,309,0.218724
21,271,541,69,138,0.41765
22,101,263,77,154,0.0655962
22,269,174,195,389,0.242637
23,983,220,112,224,0.289161
23,364,124,156,312,0.289161
23,692,135,153,306,0.663343
23,453,97,174,348,0.663343
23,757,96,178,357,0.0630303
23,134,127,212,424,0.663343
23,243,113,217,434,0.289161
24,258,253,120,240,0.148662
24,164,245,127,254,0.147914
25,863,272,162,323,0.156833
25,771,342,187,375,0.130385
27,330,97,90,180,0.236974
27,534,236,322,643,0.236974
27,710,214,287,574,0.236974
27,357,258,310,621,0.236974
28,559,521,117,235,0.271349
28,681,123,371,742,0.271349
28,23,187,345,689,0.271349
28,450,107,345,690,0.0271514
29,1013,187,70,139,0.262962
29,412,419,78,156,0.262962
29,579,229,165,331,0.262962
30,266,105,232,464,1.27359
31,220,137,331,663,0.317589
32,341,172,125,249,0.252692
32,275,180,114,228,0.202932
32,205,174,122,245,0.202932
33,596,183,161,322,0.340115
35,93,399,94,187,0.177349
36,106,393,81,161,0.226409
36,652,302,90,180,0.244693
36,619,307,90,180,0.244693
37,260,190,204,408,0.261668
37,720,180,228,455,0.261668
38,880,434,211,423,0.1123
38,555,343,263,526,0.1123
39,257,198,157,314,0.526317
39,752,169,143,285,0.333637
39,659,151,145,289,0.0313787
39,155,151,184,368,0.526317
39,502,108,209,419,0.380715
40,251,291,75,149,0.53548
40,296,127,200,401,0.967282
41,237,81,85,170,0.783671
42,300,285,90,180,0.274716
42,633,600,115,230,0.274716
42,603,579,164,329,0.274716
43,629,118,67,134,0.511877
43,688,316,69,138,1.0811
43,777,59,90,179,1.0811
43,635,194,81,161,1.0811
43,756,0,122,244,0.511877
43,362,278,291,581,0.511877
44,724,394,93,186,0.403608
44,583,303,149,298,0.403608
45,294,181,90,180,0.430763
45,390,160,280,560,0.430763
46,167,208,196,391,0.346287
46,14,210,189,378,0.346287
47,889,362,123,246,0.636101
47,477,330,144,288,0.636101
47,571,325,199,397,0.636101
47,768,340,207,415,0.636101
48,138,402,69,138,0.82957
48,822,417,179,357,0.82957
48,703,393,192,384,0.82957
48,882,410,199,398,0.455175
48,382,337,231,462,0.82957
50,343,163,132,263,0.241445
51,95,298,75,148,0.300725
51,191,131,117,234,0.300725
52,170,184,120,240,0.39509
54,50,58,223,445,0.519673
55,269,60,199,398,0.298211
57,42,174,84,168,0.494249
57,153,46,134,268,0.494249
57,14,24,158,316,0.494249
61,342,97,98,195,0.239785
62,122,85,296,592,1.14065
65,623,106,154,308,0.855385
66,576,364,67,134,0.0306611
66,516,98,79,159,0.0306611
66,598,121,127,254,0.334136
67,308,366,108,216,0.217834
68,372,44,305,611,0.644339
69,201,48,254,509,0.100169
70,402,8,140,279,0.124932
70,230,0,291,581,0.124932
72,115,12,86,172,0.414054
72,261,11,90,180,0.106417
72,621,139,86,172,0.106417
72,137,188,244,489,0.414054
73,704,180,121,242,0.127133
76,128,98,120,241,0.808957
76,258,31,154,308,0.808957
77,92,150,192,383,0.393689
78,132,186,219,437,0.207474
80,26,211,72,144,1.22622
80,164,163,195,390,1.22622
81,130,127,210,419,0.377199
82,170,181,170,341,0.334802
83,151,161,216,431,0.269351
84,19,97,75,150,1.63923
84,4,8,126,252,1.63923
84,109,67,262,523,1.63923
85,171,166,140,279,0.51224
90,372,359,69,138,0.911043
90,175,14,121,242,0.911043
91,122,175,130,259,0.0672415
94,183,182,199,397,1.07325
95,191,177,187,373,0.815305
96,172,200,124,248,1.03233
97,128,88,237,474,0.776547
98,317,197,84,169,0.261243
98,292,278,91,182,0.298546
98,264,195,137,273,0.261243
98,241,79,194,388,0.261243
99,235,101,176,351,0.0974241
100,263,83,182,363,0.0859734
101,246,300,73,146,0.174944
102,311,294,81,161,0.154099
102,346,287,85,169,0.369224
103,280,88,170,340,0.255474
104,267,113,170,340,0.967214
105,361,120,170,340,0.0478285
106,301,186,131,261,0.252457
109,207,230,103,207,0.0904796
109,177,123,167,334,0.0904796
110,161,42,203,407,0.108293
112,244,170,108,217,0.359767
114,287,91,115,230,0.108643
114,81,150,197,394,0.544
115,163,147,229,458,1.22599
116,282,111,125,249,0.460868
116,109,95,248,496,0.460868
117,140,121,214,428,0.634021
118,173,71,99,199,0.0856986
118,173,158,213,426,0.451801
119,134,92,245,490,1.40919
120,83,198,186,372,0.964949
120,222,154,216,432,0.964949
121,127,88,266,532,0.0185734
122,167,357,92,185,0.104878
122,312,87,127,253,0.104878
123,314,344,69,138,0.396577
123,315,82,99,197,0.400394
123,344,53,125,249,0.400394
123,218,307,132,264,0.400394
123,120,18,298,596,0.400394
124,59,99,243,486,0.321706
125,127,60,268,536,0.313826
126,115,223,157,313,0.421348
126,285,216,148,295,0.88923
127,225,157,209,417,0.677317
127,111,142,218,436,0.677317
128,43,49,261,523,0.452429
128,160,50,266,532,0.452429
131,134,179,121,242,0.151847
132,208,130,180,360,0.37826
132,126,141,179,358,0.37826
133,185,240,128,256,1.29078
134,487,0,67,134,0.84523
134,205,80,183,366,1.04651
134,287,36,203,406,1.04651
135,163,185,66,133,0.385191
135,364,184,90,180,1.8515
135,84,191,86,172,1.8515
135,194,169,95,190,1.07303
135,425,140,114,228,1.07303
135,264,154,107,214,0.506568
136,400,72,78,157,2.18365
136,465,71,76,152,3.535
137,272,112,154,307,0.651733
137,209,124,160,320,0.651733
137,143,122,165,329,0.144849
138,187,104,167,335,0.0966734
139,281,99,114,227,1.33149
139,186,92,125,249,0.23888
139,343,79,128,256,0.23888
139,111,80,126,252,0.151305
140,45,31,71,142,1.13142
140,198,29,99,199,1.13142
140,285,27,198,396,0.762
140,434,14,188,376,1.13142
140,130,9,224,448,1.13142
141,34,123,102,205,0.687808
141,431,146,102,204,0.687808
141,248,128,144,288,0.687808
141,172,158,121,242,0.327391
142,408,112,82,164,0.0396977
142,223,50,206,411,0.865683
143,213,165,132,264,0.795652
144,161,228,71,142,0.681854
144,221,153,133,266,1.01724
144,309,144,134,268,1.01724
145,334,201,86,172,1.2925
145,196,171,100,200,1.2925
145,450,208,90,180,0.798349
145,394,186,108,215,1.2925
145,241,155,104,208,1.2925
146,263,95,175,350,0.185797
147,221,133,140,279,0.829178
147,95,103,150,300,0.829178
147,347,90,175,349,0.829178
148,246,165,76,152,1.93682
148,163,159,81,162,1.93682
148,206,161,78,155,0.425523
148,453,158,115,229,1.93682
148,304,155,122,243,0.514374
148,363,139,146,290,1.93682
149,419,176,70,140,0.368667
149,556,147,76,151,0.368667
149,293,132,152,305,1.4918
149,152,154,156,311,1.4918
150,379,163,103,207,0.18198
150,321,155,121,241,0.391846
150,286,178,102,204,1.62372
150,228,150,125,250,0.420359
151,494,138,74,148,0.0872525
151,281,106,176,352,0.52348
152,503,179,71,143,2.1853
152,548,184,68,137,2.07535
152,88,193,84,167,2.1853
152,51,207,85,170,1.35143
152,460,204,90,180,2.71378
152,338,189,101,201,2.71378
152,395,170,103,206,2.1853
152,163,175,101,202,2.1853
152,273,179,102,203,2.07535
153,478,80,116,232,0.382813
153,54,40,161,321,0.586808
153,284,37,212,424,0.382813
155,163,151,97,194,0.472362
155,271,140,123,246,0.501707
155,367,148,154,307,0.501707
156,303,136,157,313,0.512579
156,203,113,173,346,0.512579
157,270,142,121,242,0.730237
158,484,214,68,136,0.799874
158,289,157,90,181,0.799874
158,454,119,120,238,0.799874
158,171,112,167,334,0.799874
159,134,201,103,206,0.594584
159,26,191,117,234,0.818492
159,331,175,128,257,0.818492
159,405,181,125,249,0.818492
159,211,188,134,268,0.818492
160,510,125,74,148,0.225232
160,282,97,171,341,0.788784
160,195,66,181,363,0.225232
161,289,90,112,224,0.101334
161,142,64,184,368,0.101334
162,0,101,67,134,0.12855
162,93,124,73,146,2.834
162,124,138,109,218,2.834
162,430,314,72,144,0.388125
162,201,81,194,387,0.164468
163,129,179,86,172,0.409907
163,83,195,79,157,0.312527
163,182,139,106,212,0.312527
163,419,144,114,229,0.760869
163,509,150,121,242,0.760869
163,262,76,188,376,0.312527
165,268,137,142,284,0.941133
165,206,118,78,156,0.278284
166,349,133,163,326,0.990614
166,228,98,181,361,0.560981
167,149,16,124,249,0.330214
167,368,135,150,300,0.453186
167,434,157,149,298,0.453186
167,219,158,151,302,0.453186
168,78,72,188,376,0.310739
168,311,36,209,417,0.152741
169,440,75,116,231,0.0671894
169,177,33,203,407,0.0135626
170,369,126,150,300,0.36672
170,184,99,164,327,0.285009
171,207,113,68,137,0.146011
171,145,287,68,136,0.0896165
171,318,142,151,302,0.146011
171,264,226,121,241,0.0896165
172,353,132,156,312,0.261037
172,455,136,157,314,0.261037
174,477,141,93,186,1.02735
174,307,129,114,227,1.02735
174,435,139,97,194,1.02735
174,239,166,137,273,1.02735
175,458,68,68,136,0.496591
175,77,115,71,142,1.56738
175,222,117,172,345,0.496591
176,273,111,172,344,0.213745
177,93,103,87,174,0.259287
177,147,79,106,212,0.259287
177,219,65,190,379,0.0397596
178,451,136,84,167,0.239483
178,367,230,110,220,0.841955
178,85,99,149,298,0.239483
178,338,112,171,343,0.775047
179,401,124,79,157,0.672658
179,115,109,97,194,0.672658
179,216,105,165,330,0.672658
179,116,109,176,351,0.672658
180,513,279,81,162,0.0876882
180,133,99,169,338,0.803038
181,463,190,84,168,0.476052
181,297,178,137,274,1.31185
182,322,119,131,261,0.264762
183,163,116,84,167,0.732702
183,300,129,132,263,0.732702
183,166,133,155,309,0.732702
184,181,83,164,328,0.654093
185,35,152,83,166,0.348792
185,229,113,172,344,0.69715
185,95,42,199,398,0.348792
186,171,57,198,397,0.156624
187,181,133,83,167,1.33197
187,126,126,78,156,0.507289
187,232,119,151,301,0.507289
188,100,105,74,147,1.89768
188,242,80,173,347,1.89768
188,321,56,189,379,1.89768
189,260,170,118,236,0.765329
189,42,116,120,239,0.706144
189,143,102,149,298,0.706144
190,207,90,181,362,0.359258
193,71,37,84,167,0.482667
193,156,64,194,388,0.482667
194,544,146,78,156,0.12028
194,164,78,185,370,0.181323
194,289,9,232,463,0.181323
195,530,81,68,136,1.00551
195,290,36,200,399,1.00551
196,206,97,132,264,0.520481
196,267,107,133,266,0.730362
197,424,109,71,143,1.53979
197,459,106,77,154,1.53979
197,213,120,170,340,1.53979
198,541,106,93,187,0.332736
199,131,136,162,324,0.42886
199,224,120,166,332,0.42886
200,287,200,76,152,0.685929
200,56,95,113,226,0.393731
200,450,289,89,177,0.545429
201,353,253,89,178,0.16354
202,264,19,206,412,0.811312
203,194,221,82,164,0.00946244
203,241,14,213,426,0.0101544
204,151,0,228,455,0.476761
205,276,63,70,140,0.0669959
206,230,11,226,451,0.204801
208,278,44,193,386,0.271488
209,464,137,71,143,0.980295
211,248,58,99,199,0.0317119
213,174,0,226,451,0.2812
214,170,6,228,456,0.0488831
216,188,4,221,441,0.291515
217,128,7,201,402,0.149601
218,216,10,214,427,0.0471764
219,194,0,222,445,0.264655
221,216,0,217,434,1.11309
222,219,0,221,441,0.679653
224,245,236,109,218,0.116259
224,174,3,176,352,0.116259
224,216,134,166,332,0.362969
225,206,0,209,417,0.257262
226,238,64,82,164,0.24137
227,227,0,228,455,0.501426
228,180,0,228,455,0.00771526
229,252,87,79,157,0.200833
230,336,38,212,424,0.299591
232,266,7,197,393,0.459986
233,334,0,178,357,0.947703
234,230,6,226,451,0.51
237,256,0,218,435,0.573733
239,160,314,75,151,0.144247
242,231,256,69,138,0.199514
244,172,0,217,434,0.141342
245,78,8,214,428,0.0928214
248,290,55,103,205,0.114753
251,166,225,74,148,0.00856863
257,196,0,212,424,0.150217
264,193,249,85,169,0.386358
267,112,46,79,158,0.148351
270,511,129,69,138,1.78068
270,94,124,102,204,1.78068
270,280,101,178,355,1.78068
271,232,155,140,279,0.517096
271,325,167,131,261,0.972807
272,57,169,82,163,0.584646
272,90,141,127,254,0.912976
